image_path,gt_path
OFRD\train\image_data\1623390582471.png,OFRD\train\gt_image\1623390582471_fillcolor.png
OFRD\train\image_data\1619783801571.png,OFRD\train\gt_image\1619783801571_fillcolor.png
OFRD\train\image_data\1623688567523.png,OFRD\train\gt_image\1623688567523_fillcolor.png
OFRD\train\image_data\1623170238758.png,OFRD\train\gt_image\1623170238758_fillcolor.png
OFRD\train\image_data\1623390665637.png,OFRD\train\gt_image\1623390665637_fillcolor.png
OFRD\train\image_data\1623731161878.png,OFRD\train\gt_image\1623731161878_fillcolor.png
OFRD\train\image_data\1623724425431.png,OFRD\train\gt_image\1623724425431_fillcolor.png
OFRD\train\image_data\1623390584449.png,OFRD\train\gt_image\1623390584449_fillcolor.png
OFRD\train\image_data\1624045575663.png,OFRD\train\gt_image\1624045575663_fillcolor.png
OFRD\train\image_data\1624045576064.png,OFRD\train\gt_image\1624045576064_fillcolor.png
OFRD\train\image_data\1623688525698.png,OFRD\train\gt_image\1623688525698_fillcolor.png
OFRD\train\image_data\1623733151793.png,OFRD\train\gt_image\1623733151793_fillcolor.png
OFRD\train\image_data\1623171123813.png,OFRD\train\gt_image\1623171123813_fillcolor.png
OFRD\train\image_data\1620330589414.png,OFRD\train\gt_image\1620330589414_fillcolor.png
OFRD\train\image_data\1623728579364.png,OFRD\train\gt_image\1623728579364_fillcolor.png
OFRD\train\image_data\1623734150302.png,OFRD\train\gt_image\1623734150302_fillcolor.png
OFRD\train\image_data\1623390577923.png,OFRD\train\gt_image\1623390577923_fillcolor.png
OFRD\train\image_data\1624045572261.png,OFRD\train\gt_image\1624045572261_fillcolor.png
OFRD\train\image_data\1623728579661.png,OFRD\train\gt_image\1623728579661_fillcolor.png
OFRD\train\image_data\1623734192428.png,OFRD\train\gt_image\1623734192428_fillcolor.png
OFRD\train\image_data\1623731222443.png,OFRD\train\gt_image\1623731222443_fillcolor.png
OFRD\train\image_data\1623688532703.png,OFRD\train\gt_image\1623688532703_fillcolor.png
OFRD\train\image_data\1623688523703.png,OFRD\train\gt_image\1623688523703_fillcolor.png
OFRD\train\image_data\1623688517705.png,OFRD\train\gt_image\1623688517705_fillcolor.png
OFRD\train\image_data\1623733151088.png,OFRD\train\gt_image\1623733151088_fillcolor.png
OFRD\train\image_data\1619783815439.png,OFRD\train\gt_image\1619783815439_fillcolor.png
OFRD\train\image_data\1623734187919.png,OFRD\train\gt_image\1623734187919_fillcolor.png
OFRD\train\image_data\1623733137235.png,OFRD\train\gt_image\1623733137235_fillcolor.png
OFRD\train\image_data\1623688520191.png,OFRD\train\gt_image\1623688520191_fillcolor.png
OFRD\train\image_data\1623688517301.png,OFRD\train\gt_image\1623688517301_fillcolor.png
OFRD\train\image_data\1623390591631.png,OFRD\train\gt_image\1623390591631_fillcolor.png
OFRD\train\image_data\1624045580263.png,OFRD\train\gt_image\1624045580263_fillcolor.png
OFRD\train\image_data\1623390599295.png,OFRD\train\gt_image\1623390599295_fillcolor.png
OFRD\train\image_data\1620330572919.png,OFRD\train\gt_image\1620330572919_fillcolor.png
OFRD\train\image_data\1623733140421.png,OFRD\train\gt_image\1623733140421_fillcolor.png
OFRD\train\image_data\1623390586024.png,OFRD\train\gt_image\1623390586024_fillcolor.png
OFRD\train\image_data\1620330599944.png,OFRD\train\gt_image\1620330599944_fillcolor.png
OFRD\train\image_data\1623724415675.png,OFRD\train\gt_image\1623724415675_fillcolor.png
OFRD\train\image_data\1624045580061.png,OFRD\train\gt_image\1624045580061_fillcolor.png
OFRD\train\image_data\1623728576361.png,OFRD\train\gt_image\1623728576361_fillcolor.png
OFRD\train\image_data\1623170245819.png,OFRD\train\gt_image\1623170245819_fillcolor.png
OFRD\train\image_data\1624045556060.png,OFRD\train\gt_image\1624045556060_fillcolor.png
OFRD\train\image_data\1623722198579.png,OFRD\train\gt_image\1623722198579_fillcolor.png
OFRD\train\image_data\1624045587462.png,OFRD\train\gt_image\1624045587462_fillcolor.png
OFRD\train\image_data\1623688524896.png,OFRD\train\gt_image\1623688524896_fillcolor.png
OFRD\train\image_data\1623688525298.png,OFRD\train\gt_image\1623688525298_fillcolor.png
OFRD\train\image_data\1623728581262.png,OFRD\train\gt_image\1623728581262_fillcolor.png
OFRD\train\image_data\1623171127440.png,OFRD\train\gt_image\1623171127440_fillcolor.png
OFRD\train\image_data\1623688525098.png,OFRD\train\gt_image\1623688525098_fillcolor.png
OFRD\train\image_data\1624045572065.png,OFRD\train\gt_image\1624045572065_fillcolor.png
OFRD\train\image_data\1623724474806.png,OFRD\train\gt_image\1623724474806_fillcolor.png
OFRD\train\image_data\1623728561160.png,OFRD\train\gt_image\1623728561160_fillcolor.png
OFRD\train\image_data\1623728563166.png,OFRD\train\gt_image\1623728563166_fillcolor.png
OFRD\train\image_data\1623733081237.png,OFRD\train\gt_image\1623733081237_fillcolor.png
OFRD\train\image_data\1623724477555.png,OFRD\train\gt_image\1623724477555_fillcolor.png
OFRD\train\image_data\1623433623925.png,OFRD\train\gt_image\1623433623925_fillcolor.png
OFRD\train\image_data\1624045585663.png,OFRD\train\gt_image\1624045585663_fillcolor.png
OFRD\train\image_data\1623728559858.png,OFRD\train\gt_image\1623728559858_fillcolor.png
OFRD\train\image_data\1624045580862.png,OFRD\train\gt_image\1624045580862_fillcolor.png
OFRD\train\image_data\1623733161666.png,OFRD\train\gt_image\1623733161666_fillcolor.png
OFRD\train\image_data\1623170240216.png,OFRD\train\gt_image\1623170240216_fillcolor.png
OFRD\train\image_data\1623688573926.png,OFRD\train\gt_image\1623688573926_fillcolor.png
OFRD\train\image_data\1624045575865.png,OFRD\train\gt_image\1624045575865_fillcolor.png
OFRD\train\image_data\1623733122332.png,OFRD\train\gt_image\1623733122332_fillcolor.png
OFRD\train\image_data\1623724409543.png,OFRD\train\gt_image\1623724409543_fillcolor.png
OFRD\train\image_data\1623724416262.png,OFRD\train\gt_image\1623724416262_fillcolor.png
OFRD\train\image_data\1623731221919.png,OFRD\train\gt_image\1623731221919_fillcolor.png
OFRD\train\image_data\1620330590406.png,OFRD\train\gt_image\1620330590406_fillcolor.png
OFRD\train\image_data\1623724416583.png,OFRD\train\gt_image\1623724416583_fillcolor.png
OFRD\train\image_data\1623390585042.png,OFRD\train\gt_image\1623390585042_fillcolor.png
OFRD\train\image_data\1623733148418.png,OFRD\train\gt_image\1623733148418_fillcolor.png
OFRD\train\image_data\1620373615777.png,OFRD\train\gt_image\1620373615777_fillcolor.png
OFRD\train\image_data\1623688533502.png,OFRD\train\gt_image\1623688533502_fillcolor.png
OFRD\train\image_data\1623728611492.png,OFRD\train\gt_image\1623728611492_fillcolor.png
OFRD\train\image_data\1623170294369.png,OFRD\train\gt_image\1623170294369_fillcolor.png
OFRD\train\image_data\1623724411780.png,OFRD\train\gt_image\1623724411780_fillcolor.png
OFRD\train\image_data\1624045557663.png,OFRD\train\gt_image\1624045557663_fillcolor.png
OFRD\train\image_data\1623733125191.png,OFRD\train\gt_image\1623733125191_fillcolor.png
OFRD\train\image_data\1623390655516.png,OFRD\train\gt_image\1623390655516_fillcolor.png
OFRD\train\image_data\1623733159080.png,OFRD\train\gt_image\1623733159080_fillcolor.png
OFRD\train\image_data\1623390582210.png,OFRD\train\gt_image\1623390582210_fillcolor.png
OFRD\train\image_data\1623688523204.png,OFRD\train\gt_image\1623688523204_fillcolor.png
OFRD\train\image_data\1623733082279.png,OFRD\train\gt_image\1623733082279_fillcolor.png
OFRD\train\image_data\1623724414557.png,OFRD\train\gt_image\1623724414557_fillcolor.png
OFRD\train\image_data\1624045583863.png,OFRD\train\gt_image\1624045583863_fillcolor.png
OFRD\train\image_data\1623724442545.png,OFRD\train\gt_image\1623724442545_fillcolor.png
OFRD\train\image_data\1623731226296.png,OFRD\train\gt_image\1623731226296_fillcolor.png
OFRD\train\image_data\1619783767147.png,OFRD\train\gt_image\1619783767147_fillcolor.png
OFRD\train\image_data\1620330580612.png,OFRD\train\gt_image\1620330580612_fillcolor.png
OFRD\train\image_data\1623733082825.png,OFRD\train\gt_image\1623733082825_fillcolor.png
OFRD\train\image_data\1623733080576.png,OFRD\train\gt_image\1623733080576_fillcolor.png
OFRD\train\image_data\1623390584687.png,OFRD\train\gt_image\1623390584687_fillcolor.png
OFRD\train\image_data\1623390599910.png,OFRD\train\gt_image\1623390599910_fillcolor.png
OFRD\train\image_data\1620330564934.png,OFRD\train\gt_image\1620330564934_fillcolor.png
OFRD\train\image_data\1623728558459.png,OFRD\train\gt_image\1623728558459_fillcolor.png
OFRD\train\image_data\1623733113529.png,OFRD\train\gt_image\1623733113529_fillcolor.png
OFRD\train\image_data\1623688519794.png,OFRD\train\gt_image\1623688519794_fillcolor.png
OFRD\train\image_data\1623688569309.png,OFRD\train\gt_image\1623688569309_fillcolor.png
OFRD\train\image_data\1623733136297.png,OFRD\train\gt_image\1623733136297_fillcolor.png
OFRD\train\image_data\1624045584461.png,OFRD\train\gt_image\1624045584461_fillcolor.png
OFRD\train\image_data\1623724441273.png,OFRD\train\gt_image\1623724441273_fillcolor.png
OFRD\train\image_data\1620330592421.png,OFRD\train\gt_image\1620330592421_fillcolor.png
OFRD\train\image_data\1620330590912.png,OFRD\train\gt_image\1620330590912_fillcolor.png
OFRD\train\image_data\1623728568859.png,OFRD\train\gt_image\1623728568859_fillcolor.png
OFRD\train\image_data\1623733081524.png,OFRD\train\gt_image\1623733081524_fillcolor.png
OFRD\train\image_data\1623724404447.png,OFRD\train\gt_image\1623724404447_fillcolor.png
OFRD\train\image_data\1623733142911.png,OFRD\train\gt_image\1623733142911_fillcolor.png
OFRD\train\image_data\1620330564718.png,OFRD\train\gt_image\1620330564718_fillcolor.png
OFRD\train\image_data\1624045577464.png,OFRD\train\gt_image\1624045577464_fillcolor.png
OFRD\train\image_data\1623728575661.png,OFRD\train\gt_image\1623728575661_fillcolor.png
OFRD\train\image_data\1623688533908.png,OFRD\train\gt_image\1623688533908_fillcolor.png
OFRD\train\image_data\1623688535605.png,OFRD\train\gt_image\1623688535605_fillcolor.png
OFRD\train\image_data\1623724404142.png,OFRD\train\gt_image\1623724404142_fillcolor.png
OFRD\train\image_data\1623733125596.png,OFRD\train\gt_image\1623733125596_fillcolor.png
OFRD\train\image_data\1623733135274.png,OFRD\train\gt_image\1623733135274_fillcolor.png
OFRD\train\image_data\1620330606652.png,OFRD\train\gt_image\1620330606652_fillcolor.png
OFRD\train\image_data\1623728579858.png,OFRD\train\gt_image\1623728579858_fillcolor.png
OFRD\train\image_data\1623734147965.png,OFRD\train\gt_image\1623734147965_fillcolor.png
OFRD\train\image_data\1620330563325.png,OFRD\train\gt_image\1620330563325_fillcolor.png
OFRD\train\image_data\1623733145521.png,OFRD\train\gt_image\1623733145521_fillcolor.png
OFRD\train\image_data\1619778744197.png,OFRD\train\gt_image\1619778744197_fillcolor.png
OFRD\train\image_data\1623728612922.png,OFRD\train\gt_image\1623728612922_fillcolor.png
OFRD\train\image_data\1623733162619.png,OFRD\train\gt_image\1623733162619_fillcolor.png
OFRD\train\image_data\1620330548733.png,OFRD\train\gt_image\1620330548733_fillcolor.png
OFRD\train\image_data\1623170292448.png,OFRD\train\gt_image\1623170292448_fillcolor.png
OFRD\train\image_data\1624045583064.png,OFRD\train\gt_image\1624045583064_fillcolor.png
OFRD\train\image_data\1620330623915.png,OFRD\train\gt_image\1620330623915_fillcolor.png
OFRD\train\image_data\1620497410729.png,OFRD\train\gt_image\1620497410729_fillcolor.png
OFRD\train\image_data\1623170247676.png,OFRD\train\gt_image\1623170247676_fillcolor.png
OFRD\train\image_data\1623724415085.png,OFRD\train\gt_image\1623724415085_fillcolor.png
OFRD\train\image_data\1623731230791.png,OFRD\train\gt_image\1623731230791_fillcolor.png
OFRD\train\image_data\1624045574660.png,OFRD\train\gt_image\1624045574660_fillcolor.png
OFRD\train\image_data\1620330628635.png,OFRD\train\gt_image\1620330628635_fillcolor.png
OFRD\train\image_data\1623170240509.png,OFRD\train\gt_image\1623170240509_fillcolor.png
OFRD\train\image_data\1623688571596.png,OFRD\train\gt_image\1623688571596_fillcolor.png
OFRD\train\image_data\1623733153482.png,OFRD\train\gt_image\1623733153482_fillcolor.png
OFRD\train\image_data\1620497407530.png,OFRD\train\gt_image\1620497407530_fillcolor.png
OFRD\train\image_data\1623733114240.png,OFRD\train\gt_image\1623733114240_fillcolor.png
OFRD\train\image_data\1624045575262.png,OFRD\train\gt_image\1624045575262_fillcolor.png
OFRD\train\image_data\1623171124103.png,OFRD\train\gt_image\1623171124103_fillcolor.png
OFRD\train\image_data\1623733150270.png,OFRD\train\gt_image\1623733150270_fillcolor.png
OFRD\train\image_data\1623731226998.png,OFRD\train\gt_image\1623731226998_fillcolor.png
OFRD\train\image_data\1620330548436.png,OFRD\train\gt_image\1620330548436_fillcolor.png
OFRD\train\image_data\1623433625188.png,OFRD\train\gt_image\1623433625188_fillcolor.png
OFRD\train\image_data\1623731160565.png,OFRD\train\gt_image\1623731160565_fillcolor.png
OFRD\train\image_data\1623170246125.png,OFRD\train\gt_image\1623170246125_fillcolor.png
OFRD\train\image_data\1623724416012.png,OFRD\train\gt_image\1623724416012_fillcolor.png
OFRD\train\image_data\1623724404934.png,OFRD\train\gt_image\1623724404934_fillcolor.png
OFRD\train\image_data\1623728561360.png,OFRD\train\gt_image\1623728561360_fillcolor.png
OFRD\train\image_data\1623170227294.png,OFRD\train\gt_image\1623170227294_fillcolor.png
OFRD\train\image_data\1623724422660.png,OFRD\train\gt_image\1623724422660_fillcolor.png
OFRD\train\image_data\1623390655723.png,OFRD\train\gt_image\1623390655723_fillcolor.png
OFRD\train\image_data\1620330577722.png,OFRD\train\gt_image\1620330577722_fillcolor.png
OFRD\train\image_data\1623170247394.png,OFRD\train\gt_image\1623170247394_fillcolor.png
OFRD\train\image_data\1623171128935.png,OFRD\train\gt_image\1623171128935_fillcolor.png
OFRD\train\image_data\1620330612005.png,OFRD\train\gt_image\1620330612005_fillcolor.png
OFRD\train\image_data\1624045584863.png,OFRD\train\gt_image\1624045584863_fillcolor.png
OFRD\train\image_data\1620330599202.png,OFRD\train\gt_image\1620330599202_fillcolor.png
OFRD\train\image_data\1620373612093.png,OFRD\train\gt_image\1620373612093_fillcolor.png
OFRD\train\image_data\1623170289353.png,OFRD\train\gt_image\1623170289353_fillcolor.png
OFRD\train\image_data\1623724423509.png,OFRD\train\gt_image\1623724423509_fillcolor.png
OFRD\train\image_data\1623688566015.png,OFRD\train\gt_image\1623688566015_fillcolor.png
OFRD\train\image_data\1624045572862.png,OFRD\train\gt_image\1624045572862_fillcolor.png
OFRD\train\image_data\1623731161219.png,OFRD\train\gt_image\1623731161219_fillcolor.png
OFRD\train\image_data\1623688570440.png,OFRD\train\gt_image\1623688570440_fillcolor.png
OFRD\train\image_data\1619778744472.png,OFRD\train\gt_image\1619778744472_fillcolor.png
OFRD\train\image_data\1624045586062.png,OFRD\train\gt_image\1624045586062_fillcolor.png
OFRD\train\image_data\1623170239633.png,OFRD\train\gt_image\1623170239633_fillcolor.png
OFRD\train\image_data\1623728557660.png,OFRD\train\gt_image\1623728557660_fillcolor.png
OFRD\train\image_data\1619783815633.png,OFRD\train\gt_image\1619783815633_fillcolor.png
OFRD\train\image_data\1623728558962.png,OFRD\train\gt_image\1623728558962_fillcolor.png
OFRD\train\image_data\1623728560359.png,OFRD\train\gt_image\1623728560359_fillcolor.png
OFRD\train\image_data\1623728577471.png,OFRD\train\gt_image\1623728577471_fillcolor.png
OFRD\train\image_data\1623171130640.png,OFRD\train\gt_image\1623171130640_fillcolor.png
OFRD\train\image_data\1623688536898.png,OFRD\train\gt_image\1623688536898_fillcolor.png
OFRD\train\image_data\1623724449176.png,OFRD\train\gt_image\1623724449176_fillcolor.png
OFRD\train\image_data\1623688560144.png,OFRD\train\gt_image\1623688560144_fillcolor.png
OFRD\train\image_data\1623733143844.png,OFRD\train\gt_image\1623733143844_fillcolor.png
